Object,District,Date,Day,Hour,Latitude,Longitude
Residential Burglary,D14,2016-02-29 18:30:00,Monday,18,42.3468275,-71.14319087
Warrant Arrests,D14,2016-02-29 18:30:00,Monday,18,42.3468275,-71.14319087
Embezzlement,A1,2016-02-29 15:00:00,Monday,15,42.35512339,-71.0608798
Missing Person Reported,B2,2016-02-29 17:29:00,Monday,17,42.32935767,-71.07974589
Missing Person Located,B2,2016-02-29 17:29:00,Monday,17,42.32935767,-71.07974589
Investigate Person,C11,2016-02-29 19:07:00,Monday,19,42.28466568,-71.06602188
Other,B2,2016-02-18 22:00:00,Thursday,22,42.3253151,-71.08313582
Investigate Property,C6,2016-02-29 18:29:00,Monday,18,42.3357882,-71.02612007
Missing Person Reported,B3,2016-02-14 19:00:00,Sunday,19,42.30226502,-71.08494674
Missing Person Reported,B3,2016-02-14 08:00:00,Sunday,8,42.27430113,-71.07196905
Other,A1,2016-02-19 08:00:00,Friday,8,42.35110203,-71.05735186
Larceny,E13,2016-02-29 18:25:00,Monday,18,42.31035574,-71.10688559
Drug Violation,B2,2016-02-29 08:30:00,Monday,8,42.32866284,-71.08563401
Verbal Disputes,B2,2016-02-28 23:15:00,Sunday,23,42.31872451,-71.07506239
Missing Person Located,B2,2016-02-29 17:33:00,Monday,17,42.32101261,-71.08587919
Missing Person Located,C11,2016-02-27 14:00:00,Saturday,14,42.3169912,-71.05930328
Other,B2,2016-02-29 18:28:00,Monday,18,42.32925905,-71.08482402
Liquor Violation,B2,2016-02-29 18:28:00,Monday,18,42.32925905,-71.08482402
Verbal Disputes,C11,2016-02-29 17:47:00,Monday,17,42.31834717,-71.05464192
Larceny,B2,2016-02-29 17:07:00,Monday,17,42.3043395,-71.08477887
Other,B2,2016-02-28 20:35:00,Sunday,20,42.32925905,-71.08482402
Liquor Violation,B2,2016-02-28 20:35:00,Sunday,20,42.32925905,-71.08482402
Other,B2,2016-02-28 20:35:00,Sunday,20,42.32925905,-71.08482402
Larceny,D4,2016-02-27 18:58:00,Saturday,18,42.34489594,-71.09659186
Medical Assistance,D4,2016-02-29 17:49:00,Monday,17,42.34314406,-71.09589305
Drug Violation,E5,2016-02-29 17:31:00,Monday,17,42.26623736,-71.16843346
Assembly or Gathering Violations,A7,2016-02-29 17:29:00,Monday,17,42.37575891,-71.03536688
Larceny,A15,2016-02-29 17:39:00,Monday,17,42.38048498,-71.06345579
Simple Assault,A1,2016-02-29 17:06:00,Monday,17,42.36156104,-71.05758234
Larceny,D4,2016-02-29 07:00:00,Monday,7,42.34439443,-71.09479644
Residential Burglary,B2,2016-02-29 18:02:00,Monday,18,42.32643963,-71.07577308
Larceny,A1,2016-02-29 15:03:00,Monday,15,42.35512339,-71.0608798
Other,C6,2016-02-29 17:57:00,Monday,17,42.33543317,-71.05705378
Drug Violation,D14,2016-02-29 16:31:00,Monday,16,42.35224523,-71.16671139
Larceny,E13,2016-02-29 11:30:00,Monday,11,42.32055391,-71.1032743
Warrant Arrests,E13,2016-02-29 11:30:00,Monday,11,42.32055391,-71.1032743
Auto Theft,E13,2016-02-29 11:30:00,Monday,11,42.32055391,-71.1032743
Violations,E13,2016-02-29 11:30:00,Monday,11,42.32055391,-71.1032743
Investigate Person,B2,2016-02-29 16:56:00,Monday,16,42.33358389,-71.08554259
Verbal Disputes,C11,2016-02-29 16:21:00,Monday,16,42.31493506,-71.05834852
Harassment,C6,2016-02-29 17:37:00,Monday,17,42.32622222,-71.05816916
Landlord/Tenant Disputes,A1,2016-02-29 16:53:00,Monday,16,42.34788801,-71.06300248
Other,C11,2016-02-29 16:11:00,Monday,16,42.29487474,-71.05742148
Other,C11,2016-02-29 17:34:00,Monday,17,42.29666202,-71.06121836
Verbal Disputes,C11,2016-02-29 16:33:00,Monday,16,42.31223006,-71.06391367
Property Found,A1,2016-02-29 16:14:00,Monday,16,42.35218278,-71.0556788
Harassment,B3,2016-02-29 17:26:00,Monday,17,42.28976255,-71.09089843
Drug Violation,C11,2016-02-29 16:00:00,Monday,16,42.29755533,-71.0597091
Larceny From Motor Vehicle,E13,2016-02-29 11:30:00,Monday,11,42.32055391,-71.1032743
Investigate Property,A1,2016-02-29 17:13:00,Monday,17,42.36646326,-71.06067801
Larceny,E5,2016-02-12 07:00:00,Friday,7,42.2740918,-71.13951459
Larceny From Motor Vehicle,D4,2016-02-29 15:30:00,Monday,15,42.34710196,-71.08841746
Aggravated Assault,B3,2016-02-29 14:02:00,Monday,14,42.28208198,-71.07364875
Warrant Arrests,B3,2016-02-29 14:02:00,Monday,14,42.28208198,-71.07364875
Other,D4,2016-02-29 15:47:00,Monday,15,42.34943907,-71.07086364
Property Lost,B3,2016-02-28 19:30:00,Sunday,19,42.2831323,-71.0872187
Warrant Arrests,E13,2016-02-29 15:55:00,Monday,15,42.30307413,-71.11081856
Property Lost,B2,2016-02-29 16:57:00,Monday,16,42.31785924,-71.0810356
Motor Vehicle Accident Response,B3,2016-02-29 16:56:00,Monday,16,42.28701738,-71.07706453
Evading Fare,B3,2016-02-29 16:19:00,Monday,16,42.27282972,-71.09560402
Assembly or Gathering Violations,A1,2016-02-29 16:21:00,Monday,16,42.35972137,-71.0585236
Property Related Damage,A7,2016-02-29 16:24:00,Monday,16,42.3819736,-71.03768922
Motor Vehicle Accident Response,B2,2016-02-29 16:03:00,Monday,16,42.31521397,-71.08292637
Other,E18,2016-02-29 15:36:00,Monday,15,42.26809427,-71.0990997
Other,C6,2016-02-29 14:10:00,Monday,14,42.31779354,-71.04210959
Auto Theft Recovery,D4,2016-02-29 14:49:00,Monday,14,42.34099503,-71.07291364
Towed,D4,2016-02-29 14:32:00,Monday,14,42.34345486,-71.07091946
Auto Theft,E18,2016-02-29 15:39:00,Monday,15,42.28115468,-71.11299557
Simple Assault,D14,2016-02-29 15:23:00,Monday,15,42.35329808,-71.13504948
Auto Theft,E18,2016-02-29 15:37:00,Monday,15,42.28115468,-71.11299557
Larceny,D14,2016-02-29 14:35:00,Monday,14,42.34972128,-71.15319452
Verbal Disputes,B3,2016-02-29 14:55:00,Monday,14,42.27679831,-71.07325534
Drug Violation,C11,2016-02-29 14:54:00,Monday,14,42.29848866,-71.06313294
Violations,C11,2016-02-29 14:54:00,Monday,14,42.29848866,-71.06313294
Other,D4,2016-02-29 14:39:00,Monday,14,42.33401829,-71.07638124
Property Lost,D4,2016-02-28 17:00:00,Sunday,17,42.3503787,-71.07626098
Larceny,E18,2016-02-29 14:48:00,Monday,14,42.27413021,-71.11674617
Medical Assistance,E5,2016-02-29 13:49:00,Monday,13,42.29072875,-71.12183517
Verbal Disputes,E18,2016-02-29 14:43:47,Monday,14,42.28545883,-71.11802667
Property Found,A1,2016-02-29 14:22:00,Monday,14,42.35540738,-71.06312433
Towed,B2,2016-02-29 13:50:00,Monday,13,42.3223837,-71.0804542
Drug Violation,B3,2016-02-29 14:38:00,Monday,14,42.30299624,-71.07903634
Other,C6,2016-02-24 15:00:00,Wednesday,15,42.33208391,-71.04823023
Medical Assistance,C6,2016-02-24 15:00:00,Wednesday,15,42.33208391,-71.04823023
Investigate Property,E5,2016-02-29 08:00:00,Monday,8,42.27409506,-71.14639825
Vandalism,A1,2016-02-28 01:00:00,Sunday,1,42.35768645,-71.06075134
Fraud,B2,2016-02-29 14:51:00,Monday,14,42.31508518,-71.08508813
Vandalism,A1,2016-02-29 14:50:00,Monday,14,42.36418966,-71.05266075
Larceny,C6,2016-02-29 14:20:00,Monday,14,42.32696647,-71.06198607
Drug Violation,C6,2016-02-29 14:20:00,Monday,14,42.32696647,-71.06198607
Drug Violation,C6,2016-02-29 14:20:00,Monday,14,42.32696647,-71.06198607
Drug Violation,C6,2016-02-29 14:20:00,Monday,14,42.32696647,-71.06198607
Larceny,A1,2016-02-22 12:45:00,Monday,12,42.3575462,-71.05881953
Investigate Person,B2,2016-02-29 13:42:00,Monday,13,42.3113948,-71.07384945
Investigate Person,E13,2016-02-25 20:30:00,Thursday,20,42.32101722,-71.1161925
Warrant Arrests,B3,2016-02-29 14:02:00,Monday,14,42.28208198,-71.07364875
Aggravated Assault,B3,2016-02-29 14:02:00,Monday,14,42.28208198,-71.07364875
Larceny From Motor Vehicle,D14,2016-02-29 13:21:00,Monday,13,42.34904453,-71.15711073
Property Lost,E18,2016-02-29 13:55:00,Monday,13,42.27531312,-71.11587798
Missing Person Located,E5,2016-02-29 09:00:00,Monday,9,42.28906908,-71.12116753
Firearm Discovery,A1,2016-02-29 12:56:00,Monday,12,42.35272948,-71.06256291
Larceny From Motor Vehicle,D4,2016-02-29 08:00:00,Monday,8,42.3396724,-71.09218969
Vandalism,A15,2016-02-27 19:00:00,Saturday,19,42.37343545,-71.06061465
Verbal Disputes,B3,2016-02-29 12:39:00,Monday,12,42.29686162,-71.08584183
Larceny From Motor Vehicle,D14,2016-02-29 05:00:00,Monday,5,42.34322603,-71.14295722
Verbal Disputes,B3,2016-02-29 13:03:00,Monday,13,42.27376816,-71.08919673
Police Service Incidents,A15,2016-02-29 12:48:00,Monday,12,42.35521625,-71.06012863
Landlord/Tenant Disputes,B3,2016-02-29 11:49:00,Monday,11,42.28633184,-71.08642318
Property Lost,E18,2016-02-28 14:30:00,Sunday,14,42.27631028,-71.12253393
Medical Assistance,B2,2016-02-29 12:17:00,Monday,12,42.31514179,-71.06704709
Larceny,A7,2016-02-25 20:30:00,Thursday,20,42.37638326,-71.03124103
Larceny From Motor Vehicle,D4,2016-02-27 14:00:00,Saturday,14,42.34153413,-71.08174368
Vandalism,C11,2016-02-28 00:45:00,Sunday,0,42.320483,-71.061514
Police Service Incidents,D4,2016-02-29 12:06:00,Monday,12,42.34617634,-71.06471061
Larceny,C11,2016-02-29 11:55:00,Monday,11,42.28273545,-71.05496519
Property Lost,A7,2016-02-29 11:45:00,Monday,11,42.37620267,-71.03979926
Property Lost,C6,2016-02-28 17:00:00,Sunday,17,42.33697857,-71.05500277
Other,C6,2016-02-29 12:32:00,Monday,12,42.31779354,-71.04210959
Counterfeiting,B2,2016-02-24 11:56:00,Wednesday,11,42.31748189,-71.06450704
Vandalism,E13,2016-02-29 12:07:00,Monday,12,42.31538436,-71.09870021
Simple Assault,E18,2016-02-29 11:26:00,Monday,11,42.34988575,-71.14522971
Motor Vehicle Accident Response,E5,2016-02-28 17:30:00,Sunday,17,42.28567251,-71.15584801
Larceny,D4,2016-02-28 19:30:00,Sunday,19,42.34255919,-71.06270824
Simple Assault,D4,2016-02-29 11:12:00,Monday,11,42.33331285,-71.07322932
Investigate Person,C6,2016-02-29 10:45:00,Monday,10,42.32322437,-71.05896841
Larceny,C11,2016-02-24 21:00:00,Wednesday,21,42.29264969,-71.05238923
Larceny,C11,2016-02-24 11:33:00,Wednesday,11,42.29641938,-71.06864617
Investigate Person,C6,2016-02-29 11:15:00,Monday,11,42.33326722,-71.05048119
Aggravated Assault,D4,2016-02-29 08:55:00,Monday,8,42.34268073,-71.09937714
Investigate Property,D14,2016-02-29 10:41:00,Monday,10,42.36223947,-71.14174147
Larceny From Motor Vehicle,B2,2016-02-27 11:14:00,Saturday,11,42.32746198,-71.09852527
Simple Assault,E18,2016-02-29 11:14:00,Monday,11,42.28570817,-71.11458324
Larceny From Motor Vehicle,E13,2016-02-26 18:00:00,Friday,18,42.3133158,-71.10421429
Motor Vehicle Accident Response,B2,2016-02-29 10:25:00,Monday,10,42.3158774,-71.08510889
Violations,C6,2016-02-28 00:00:00,Sunday,0,42.33081031,-71.07024806
Motor Vehicle Accident Response,D14,2016-02-29 10:25:00,Monday,10,42.34015332,-71.1612527
Other,E5,2016-02-29 09:46:00,Monday,9,42.28342716,-71.12422635
Investigate Person,D4,2016-02-29 07:15:00,Monday,7,42.34453911,-71.0735877
Towed,C6,2016-02-29 09:03:00,Monday,9,42.33324404,-71.02812795
Larceny,A1,2016-02-27 21:00:00,Saturday,21,42.35952721,-71.05358839
Towed,A7,2016-02-29 07:19:00,Monday,7,42.37901498,-71.03920664
Motor Vehicle Accident Response,B2,2016-02-29 09:33:00,Monday,9,42.31161123,-71.076256
Simple Assault,D4,2016-02-29 09:17:00,Monday,9,42.33395125,-71.07538939
Warrant Arrests,C11,2016-02-29 10:08:00,Monday,10,42.31223006,-71.06391367
Towed,A7,2016-02-29 09:33:00,Monday,9,42.37996868,-71.02942113
Verbal Disputes,E18,2016-02-29 09:22:00,Monday,9,42.25503605,-71.14074664
Medical Assistance,E13,2016-02-29 10:01:00,Monday,10,42.31804947,-71.10854571
Larceny,A7,2016-02-26 13:00:00,Friday,13,42.38166501,-71.04030314
Vandalism,D14,2016-02-29 10:12:00,Monday,10,42.35687627,-71.16434675
Motor Vehicle Accident Response,D14,2016-02-27 14:00:00,Saturday,14,42.34972128,-71.15319452
Towed,C11,2016-02-29 08:49:00,Monday,8,42.29760605,-71.05676442
Confidence Games,E13,2016-02-23 09:40:00,Tuesday,9,42.31615184,-71.09795135
Larceny,E13,2016-02-23 09:40:00,Tuesday,9,42.31615184,-71.09795135
Motor Vehicle Accident Response,B2,2016-02-28 18:30:00,Sunday,18,42.31426769,-71.07383064
Vandalism,D14,2016-02-29 08:52:00,Monday,8,42.35329808,-71.13504948
Aggravated Assault,D14,2016-02-29 08:52:00,Monday,8,42.35329808,-71.13504948
Confidence Games,A1,2016-02-27 09:13:00,Saturday,9,42.35743519,-71.05268932
Verbal Disputes,A1,2016-02-29 08:27:00,Monday,8,42.36110964,-71.06741369
Vandalism,D4,2016-02-15 00:01:00,Monday,0,42.342689,-71.07921
Larceny From Motor Vehicle,D4,2016-02-29 04:00:00,Monday,4,42.341332,-71.0807435
Vandalism,D14,2016-02-29 07:59:00,Monday,7,42.35071344,-71.16296497
Larceny From Motor Vehicle,B2,2016-02-08 08:00:00,Monday,8,42.336955,-71.07747
Warrant Arrests,C11,2016-02-29 08:22:00,Monday,8,42.28890049,-71.06266918
Property Lost,A15,2016-02-28 07:00:00,Sunday,7,42.37682129,-71.0513832
Residential Burglary,C11,2016-02-29 04:00:00,Monday,4,42.29207443,-71.06149929
Vandalism,B3,2016-02-29 07:40:00,Monday,7,42.28339069,-71.07388628
Motor Vehicle Accident Response,D14,2016-02-29 07:00:00,Monday,7,42.35724801,-71.1592004
Medical Assistance,E18,2016-02-29 05:54:00,Monday,5,42.27332678,-71.10829115
Larceny,B2,2016-02-29 08:06:00,Monday,8,42.32162821,-71.09460243
Vandalism,B2,2016-02-29 08:06:00,Monday,8,42.32162821,-71.09460243
Simple Assault,B3,2016-02-29 08:07:00,Monday,8,42.28911797,-71.08920499
Investigate Property,A1,2016-02-29 08:27:00,Monday,8,42.35724324,-71.05849672
Larceny From Motor Vehicle,B2,2016-02-29 08:05:00,Monday,8,42.33506218,-71.09316781
Investigate Person,B2,2016-02-29 07:46:00,Monday,7,42.31462973,-71.0926152
Police Service Incidents,C6,2016-02-26 18:30:00,Friday,18,42.34831222,-71.03897325
Residential Burglary,D14,2016-02-29 00:45:00,Monday,0,42.34691733,-71.15166773
Aggravated Assault,C6,2016-02-29 08:02:00,Monday,8,42.32790482,-71.05305583
Auto Theft,B2,2016-02-28 18:15:00,Sunday,18,42.32910458,-71.09292261
Investigate Property,B2,2016-02-28 18:15:00,Sunday,18,42.32910458,-71.09292261
Medical Assistance,C11,2016-02-29 06:43:00,Monday,6,42.30626521,-71.06864556
Larceny From Motor Vehicle,D14,2016-02-28 23:00:00,Sunday,23,42.35687627,-71.16434675
Vandalism,D14,2016-02-28 23:00:00,Sunday,23,42.35687627,-71.16434675
Police Service Incidents,B3,2016-02-29 06:58:00,Monday,6,42.29590385,-71.08773294
Robbery,D4,2016-02-29 06:00:00,Monday,6,42.34454529,-71.07458983
Simple Assault,D4,2016-02-29 06:00:00,Monday,6,42.34454529,-71.07458983
Vandalism,B3,2016-02-28 23:00:00,Sunday,23,42.29923318,-71.07414711
Towed,B2,2016-02-29 05:26:00,Monday,5,42.31153554,-71.09079223
Larceny From Motor Vehicle,E13,2016-02-28 05:33:00,Sunday,5,42.29191542,-71.11616264
Motor Vehicle Accident Response,E13,2016-02-29 03:05:00,Monday,3,42.31118784,-71.10283847
Medical Assistance,A1,2016-02-29 02:44:00,Monday,2,42.3556541,-71.06143259
License Violation,A1,2016-02-29 02:44:00,Monday,2,42.3556541,-71.06143259
Medical Assistance,B3,2016-02-29 00:40:00,Monday,0,42.2867625,-71.0935155
Aggravated Assault,D4,2016-02-29 02:13:00,Monday,2,42.34089503,-71.08566114
Towed,A1,2016-02-29 01:22:00,Monday,1,42.36058947,-71.0651034
Towed,A7,2016-02-29 01:55:00,Monday,1,42.37442697,-71.03527876
Aggravated Assault,A1,2016-02-29 01:07:00,Monday,1,42.3509006,-71.0606869
Medical Assistance,E18,2016-02-29 00:56:00,Monday,0,42.26633004,-71.09746447
Vandalism,B3,2016-02-19 18:00:00,Friday,18,42.28847731,-71.07193442
Towed,C11,2016-02-28 23:39:00,Sunday,23,42.29554105,-71.05928805
Other,B3,2016-02-29 00:29:00,Monday,0,42.28442096,-71.07708473
Violations,B3,2016-02-29 00:29:00,Monday,0,42.28442096,-71.07708473
Violations,B3,2016-02-29 00:29:00,Monday,0,42.28442096,-71.07708473
Medical Assistance,B3,2016-02-29 00:26:00,Monday,0,42.37257864,-71.0619381
Vandalism,D14,2016-02-29 00:10:00,Monday,0,42.35398976,-71.14953684
Verbal Disputes,A15,2016-02-29 00:23:00,Monday,0,42.38020475,-71.057414
Auto Theft Recovery,A7,2016-02-29 00:15:00,Monday,0,42.36780297,-71.03943328
Verbal Disputes,B2,2016-02-28 23:39:00,Sunday,23,42.32851131,-71.07962259
Medical Assistance,A1,2016-02-28 00:40:00,Sunday,0,42.35850919,-71.05429726
Investigate Person,E18,2016-02-28 18:00:00,Sunday,18,42.25621592,-71.12401947
Verbal Disputes,B2,2016-02-28 23:41:00,Sunday,23,42.32898193,-71.07956761
Motor Vehicle Accident Response,C11,2016-02-28 22:32:00,Sunday,22,42.30645148,-71.07730382
Medical Assistance,C11,2016-02-28 21:30:00,Sunday,21,42.3134571,-71.06271009
Violations,B3,2016-02-28 22:16:00,Sunday,22,42.29478707,-71.08206875
Medical Assistance,C11,2016-02-28 21:37:00,Sunday,21,42.30645148,-71.07730382
Fraud,B3,2016-02-28 14:00:00,Sunday,14,42.28285553,-71.07782622
Towed,C11,2016-02-28 19:38:00,Sunday,19,42.3197573,-71.05428941
Property Found,B2,2016-02-28 22:10:00,Sunday,22,42.32925905,-71.08482402
Vandalism,E13,2016-02-28 21:47:00,Sunday,21,42.3248775,-71.10316435
Larceny,D4,2016-02-28 20:45:00,Sunday,20,42.34862382,-71.08277637
Medical Assistance,C11,2016-02-28 20:42:00,Sunday,20,42.2878767,-71.05839664
Other,B2,2016-02-28 20:10:00,Sunday,20,42.3263576,-71.07886301
Harassment,B2,2016-02-28 20:20:00,Sunday,20,42.31465095,-71.07448006
Aggravated Assault,B3,2016-02-28 20:21:00,Sunday,20,42.33401829,-71.07638124
Auto Theft,A1,2016-02-28 21:04:00,Sunday,21,42.34865049,-71.06348869
Motor Vehicle Accident Response,C11,2016-02-28 19:37:00,Sunday,19,42.30039328,-71.05206447
Confidence Games,C6,2016-02-28 20:50:00,Sunday,20,42.34042575,-71.04894028
Robbery,B2,2016-02-28 19:40:00,Sunday,19,42.30970016,-71.08582414
Medical Assistance,B2,2016-02-28 20:35:00,Sunday,20,42.33606304,-71.10782832
Larceny From Motor Vehicle,D4,2016-02-28 11:15:00,Sunday,11,42.35118146,-71.0882412
Vandalism,D4,2016-02-28 11:15:00,Sunday,11,42.35118146,-71.0882412
Investigate Person,D14,2016-02-28 19:05:00,Sunday,19,42.35646532,-71.16005226
Medical Assistance,C6,2016-02-28 20:11:00,Sunday,20,42.34128751,-71.05467933
Restraining Order Violations,E18,2016-02-28 19:00:00,Sunday,19,42.25966057,-71.11453396
Medical Assistance,B2,2016-02-28 18:41:00,Sunday,18,42.33167475,-71.09640092
Restraining Order Violations,B3,2016-02-28 19:20:00,Sunday,19,42.28479807,-71.08685632
Restraining Order Violations,B3,2016-02-28 19:20:00,Sunday,19,42.28479807,-71.08685632
Violations,B3,2016-02-28 18:40:00,Sunday,18,42.29421629,-71.08884654
Violations,B3,2016-02-28 18:40:00,Sunday,18,42.29421629,-71.08884654
Drug Violation,B3,2016-02-28 18:40:00,Sunday,18,42.29421629,-71.08884654
Investigate Person,E18,2016-02-28 16:33:00,Sunday,16,42.28446743,-71.11183089
Warrant Arrests,E18,2016-02-28 16:33:00,Sunday,16,42.28446743,-71.11183089
Other,D4,2016-02-28 19:00:00,Sunday,19,42.34489594,-71.09659186
Medical Assistance,D4,2016-02-28 18:21:00,Sunday,18,42.34186765,-71.07272215
Motor Vehicle Accident Response,B2,2016-02-28 18:20:00,Sunday,18,42.32270922,-71.09932317
Motor Vehicle Accident Response,C6,2016-02-28 18:00:00,Sunday,18,42.33229741,-71.03528115
Larceny From Motor Vehicle,D4,2016-02-28 17:00:00,Sunday,17,42.33851586,-71.07817777
Vandalism,D4,2016-02-28 17:00:00,Sunday,17,42.33851586,-71.07817777
Vandalism,C11,2016-02-28 13:39:00,Sunday,13,42.30960675,-71.06564658
Auto Theft,B3,2016-02-27 19:30:00,Saturday,19,42.28230071,-71.0862015
Verbal Disputes,B3,2016-02-28 17:18:52,Sunday,17,42.29660463,-71.07692684
Police Service Incidents,A1,2016-02-28 16:13:00,Sunday,16,42.35637531,-71.06213513
Vandalism,D4,2016-02-28 17:50:00,Sunday,17,42.34701666,-71.06886238
Larceny,D4,2016-02-28 17:50:00,Sunday,17,42.34701666,-71.06886238
Motor Vehicle Accident Response,A15,2016-02-28 17:20:00,Sunday,17,42.37366347,-71.06473601
Medical Assistance,E18,2016-02-28 16:26:00,Sunday,16,42.23455259,-71.13256874
Simple Assault,D14,2016-02-28 17:40:00,Sunday,17,42.35076463,-71.13363968
Larceny,B2,2016-02-27 13:00:00,Saturday,13,42.32643963,-71.07577308
Residential Burglary,D14,2016-02-28 16:55:00,Sunday,16,42.35034269,-71.13038207
Auto Theft,D4,2016-02-28 13:00:00,Sunday,13,42.34258236,-71.08360174
Larceny,D14,2016-02-28 01:00:00,Sunday,1,42.35540113,-71.13090649
Simple Assault,D4,2016-02-28 16:15:00,Sunday,16,42.3473098,-71.07915167
Drug Violation,C6,2016-02-28 16:31:00,Sunday,16,42.32476494,-71.05340359
Investigate Person,C6,2016-02-28 16:53:00,Sunday,16,42.34128751,-71.05467933
Drug Violation,C6,2016-02-28 16:52:00,Sunday,16,42.34128751,-71.05467933
Motor Vehicle Accident Response,C6,2016-02-28 16:04:00,Sunday,16,42.34111504,-71.05632465
Motor Vehicle Accident Response,E13,2016-02-28 16:04:00,Sunday,16,42.30055518,-71.11312439
Motor Vehicle Accident Response,C6,2016-02-28 15:42:00,Sunday,15,42.326143,-71.06338264
Drug Violation,E18,2016-02-28 00:00:00,Sunday,0,42.25621592,-71.12401947
Robbery,A7,2016-02-28 15:50:00,Sunday,15,42.37346135,-71.03356923
Other,C6,2016-02-28 14:49:00,Sunday,14,42.32553801,-71.06579592
Motor Vehicle Accident Response,C11,2016-02-28 15:08:00,Sunday,15,42.28676255,-71.0545203
Simple Assault,E18,2016-02-28 15:08:00,Sunday,15,42.28570817,-71.11458324
Larceny,B3,2016-02-18 13:00:00,Thursday,13,42.29096807,-71.09010919
Vandalism,B2,2016-02-16 01:00:00,Tuesday,1,42.33237733,-71.08237779
Violations,E18,2016-02-28 14:21:00,Sunday,14,42.28523727,-71.10971211
Motor Vehicle Accident Response,D14,2016-02-27 00:10:00,Saturday,0,42.33735844,-71.14815254
Medical Assistance,C11,2016-02-28 15:07:00,Sunday,15,42.30338366,-71.07574685
Verbal Disputes,E18,2016-02-28 14:31:00,Sunday,14,42.26809427,-71.0990997
Other,B3,2016-02-28 13:25:00,Sunday,13,42.28236818,-71.08972869
Larceny,D14,2016-02-28 14:57:00,Sunday,14,42.34241352,-71.14460462
Verbal Disputes,D4,2016-02-28 13:59:00,Sunday,13,42.34810188,-71.08814056
Simple Assault,C11,2016-02-28 14:22:00,Sunday,14,42.28790635,-71.06199818
Medical Assistance,B3,2016-02-28 12:10:00,Sunday,12,42.27094651,-71.09193626
